cards,deck_count
"['Mairsil, the Pretender', 'Quicksilver Elemental', 'Gilded Lotus', 'Staff of Domination']",609
"['Missy', 'Goblin Bombardment', ""Dragon's Eye Savants""]",608
"['Jace, Cunning Castaway', 'Nicol Bolas, Dragon-God', 'The Chain Veil']",606
"['Inalla, Archmage Ritualist', 'Timestream Navigator', 'Thassa, Deep-Dwelling']",586
"['Missy', 'Phyrexian Altar', 'Grim Haruspex']",583
"['Mairsil, the Pretender', 'Quicksilver Elemental', 'Gilded Lotus', 'Horseshoe Crab']",570
"['Missy', 'Phyrexian Altar', 'Ruthless Ripper']",569
"['Cormela, Glamour Thief', 'Demonic Gifts', ""Ashnod's Altar""]",564
"['Inalla, Archmage Ritualist', 'Bloodline Necromancer', 'Phyrexian Altar']",559
"['Missy', ""Ashnod's Altar"", ""Dragon's Eye Savants""]",548
"['Missy', 'Viscera Seer', ""Dragon's Eye Savants""]",534
"['Nekusar, the Mindrazer', 'Echo of Eons', 'Glistening Oil']",521
"['Mairsil, the Pretender', 'Morphling', 'Gilded Lotus', 'Quicksilver Elemental']",521
"['Mishra, Eminent One', 'Strionic Resonator', ""Ashnod's Altar""]",513
"['Niv-Mizzet, the Firemind', 'Helm of the Ghastlord']",508
"['Cormela, Glamour Thief', 'Birgi, God of Storytelling', 'Twinflame']",501
"['Inalla, Archmage Ritualist', 'Ruthless Technomancer', 'Dockside Extortionist']",490
"['Nekusar, the Mindrazer', 'Echo of Eons', 'Grafted Exoskeleton']",486
"['Mishra, Eminent One', 'Lithoform Engine', ""Ashnod's Altar""]",479
"['Inalla, Archmage Ritualist', 'Spellseeker', 'Culling the Weak', 'Shallow Grave', 'Burnt Offering', 'Finale of Promise', 'Reanimate', 'Entomb', 'Archaeomancer', 'Unearth']",469
"['Razorkin Needlehead', 'Echo of Eons', 'Phyresis']",447
"['Niv-Mizzet, Parun', 'Helm of the Ghastlord']",443
"['Mairsil, the Pretender', 'Mirror-Mad Phantasm']",436
"['Missy', 'Goblin Bombardment', 'Horde Ambusher']",436
"['Lord of Tresserhorn', 'Tainted Strike']",435
"['Lord Xander, the Collector', 'Keening Stone']",408
"['Windfall', 'Tainted Strike', 'Razorkin Needlehead']",401
"['Missy', 'Phyrexian Altar', ""Dragon's Eye Savants""]",401
"['Missy', 'Ixidor, Reality Sculptor', 'Pitiless Plunderer', ""Ashnod's Altar""]",393
"['Mishra, Eminent One', 'Strionic Resonator', 'Krark-Clan Ironworks']",392
"['Missy', ""Ashnod's Altar"", 'Horde Ambusher']",387
"['Phenax, God of Deception', 'Consuming Aberration', 'Lord Xander, the Collector']",374
"['Missy', 'Viscera Seer', 'Horde Ambusher']",371
"['Wick, the Whorled Mind', 'Goblin Bombardment', 'Arcane Adaptation']",368
"['Inalla, Archmage Ritualist', 'Timestream Navigator', 'Crystal Shard']",355
"['Lord of Tresserhorn', 'Phyresis']",349
"['Mishra, Eminent One', 'Lithoform Engine', 'Krark-Clan Ironworks']",344
"['Missy', 'Goblin Bombardment', 'Coral Trickster']",337
"['Mishra, Eminent One', ""Ugin's Nexus"", 'Master Transmuter']",336
"['Missy', ""Ashnod's Altar"", 'Coral Trickster']",315
"['Malcolm, Keen-Eyed Navigator', 'Maskwood Nexus', 'Mayhem Devil']",300
"['Missy', 'Viscera Seer', 'Coral Trickster']",299
"['Cormela, Glamour Thief', 'Saw in Half', 'Seething Song']",292
"['Wick, the Whorled Mind', ""Ashnod's Altar"", 'Arcane Adaptation']",290
"['Cavern-Hoard Dragon', 'Time Sieve']",286
"['Cormela, Glamour Thief', 'Demonic Gifts', 'Thermopod']",286
"['Windfall', 'Glistening Oil', 'Razorkin Needlehead']",283
"['Missy', 'Carrion Feeder', 'Ruthless Ripper']",280
"['Wick, the Whorled Mind', 'Phyrexian Altar', 'Arcane Adaptation']",278
"['Missy', 'Altar of Dementia', 'Ruthless Ripper']",276
"['Missy', 'Phyrexian Altar', 'Horde Ambusher']",276
"['Wick, the Whorled Mind', 'Goblin Bombardment', 'Leyline of Transformation']",264
"['Dockside Extortionist', 'Time Sieve', ""Conjurer's Closet""]",258
"['Spark Double', 'Murderous Redcap', 'Viscera Seer']",256
"['Slimefoot and Squee', 'Pitiless Plunderer', ""Ashnod's Altar""]",3951
"['Slimefoot and Squee', 'Pitiless Plunderer', 'Phyrexian Altar']",3301
"['Slimefoot and Squee', 'Sprouting Thrinax', 'Phyrexian Altar']",2772
"['Slimefoot and Squee', 'Golgari Germination', 'Phyrexian Altar']",2650
['Food Chain'],2648
"['Yurlok of Scorch Thrash', 'Leyline of Abundance', 'Umbral Mantle']",2407
"['Slimefoot and Squee', 'Pitiless Plunderer', 'Sprouting Thrinax', 'Goblin Bombardment']",2291
"['Slimefoot and Squee', 'Pitiless Plunderer', 'Sprouting Thrinax', 'Viscera Seer']",2273
"['Murderous Redcap', 'Grumgully, the Generous']",2122
"['Yurlok of Scorch Thrash', 'Leyline of Abundance', 'Sword of the Paruns']",2049
"['Yurlok of Scorch Thrash', 'Umbral Mantle', 'Nyxbloom Ancient']",1919
"['Yurlok of Scorch Thrash', 'Staff of Domination', 'Nyxbloom Ancient']",1915
"['Saw in Half', 'Dockside Extortionist', 'Eternal Witness']",1876
"['Murderous Redcap', 'Rhythm of the Wild']",1792
"['Ziatora, the Incinerator', 'Solphim, Mayhem Dominus', 'Malignus']",1703
"['Yurlok of Scorch Thrash', 'Staff of Domination', 'Mana Reflection']",1645
"['Yurlok of Scorch Thrash', 'Umbral Mantle', 'Mana Reflection']",1640
"['Phyrexian Altar', ""Ashnod's Altar""]",1627
"['Phyrexian Altar', 'Purphoros, God of the Forge']",1521
"['Slimefoot and Squee', 'Pitiless Plunderer', 'Sprouting Thrinax', 'Altar of Dementia']",1518
"['Phyrexian Altar', 'Chatterfang, Squirrel General']",1393
"['Slimefoot and Squee', 'Pitiless Plunderer', 'Sprouting Thrinax', 'Carrion Feeder']",1357
"['Slimefoot and Squee', 'Phyrexian Altar', 'Dockside Extortionist']",1269
"['Grumgully, the Generous', 'Putrid Goblin', 'Goblin Bombardment']",1180
"['The Beamtown Bullies', 'Bronze Bombshell', 'Thornbite Staff']",1140
"['Slimefoot and Squee', 'Ruthless Technomancer', 'Viscera Seer']",1132
"['Slimefoot and Squee', 'Ruthless Technomancer', ""Ashnod's Altar""]",1085
"['Kodama of the East Tree', 'Golgari Rot Farm', 'Omnath, Locus of Rage']",1049
"['Slimefoot and Squee', 'Ruthless Technomancer', 'Goblin Bombardment']",1022
"['Phyrexian Altar', 'Parallel Lives']",972
"['Slimefoot and Squee', 'Ruthless Technomancer', 'Phyrexian Altar']",938
"['Korvold, Fae-Cursed King', 'Animation Module', ""Ashnod's Altar""]",911
"['Kodama of the East Tree', 'Tireless Provisioner', 'Rakdos Carnarium']",867
"['Kodama of the East Tree', 'Rakdos Carnarium', 'Scute Swarm']",859
"['Skirk Prospector', 'Putrid Goblin', 'Grumgully, the Generous']",840
"['Kodama of the East Tree', 'Rakdos Carnarium', 'Omnath, Locus of Rage']",803
"['Slimefoot and Squee', 'Ruthless Technomancer', 'Altar of Dementia']",738
"['Kodama of the East Tree', 'Rakdos Carnarium', 'Rampaging Baloths']",678
"['Rhythm of the Wild', 'Murderous Redcap', 'Phyrexian Altar']",643
"['Stimulus Package', 'Pitiless Plunderer', ""Ashnod's Altar""]",619
"['Phyrexian Altar', 'Doubling Season']",603
"['Slimefoot and Squee', 'Ruthless Technomancer', 'Carrion Feeder']",594
"['Ziatora, the Incinerator', 'Malignus', 'City on Fire']",571
"['Ziatora, the Incinerator', 'Malignus', 'Fiery Emancipation']",567
"['Korvold, Fae-Cursed King', 'Animation Module', 'Phyrexian Altar']",546
"['Indoraptor, the Perfect Hybrid', 'Rite of Passage', 'Blazing Sunsteel']",536
"['Skirk Prospector', 'Putrid Goblin', 'Rhythm of the Wild']",532
"['Squee, the Immortal', 'Phyrexian Altar', 'Parallel Lives', 'Pitiless Plunderer']",516
"['Tortured Existence', 'Insidious Roots', 'Anger']",512
"['The Gitrog Monster', 'Dakmor Salvage', 'Borborygmos Enraged']",486
"['Stimulus Package', 'Pitiless Plunderer', 'Viscera Seer']",483
"['Kodama of the East Tree', 'Tireless Tracker', 'Rakdos Carnarium']",480
"['Slimefoot and Squee', 'Pitiless Plunderer', 'Skirk Prospector']",471
"['Murderous Redcap', 'Melira, Sylvok Outcast', ""Ashnod's Altar""]",467
"['Squee, the Immortal', 'Phyrexian Altar', 'Doubling Season', 'Pitiless Plunderer']",435
"['Stimulus Package', 'Pitiless Plunderer', 'Goblin Bombardment']",432
"[""Ognis, the Dragon's Lash"", 'Amulet of Vigor', 'Aggravated Assault']",427
"['Slimefoot and Squee', 'Infested Thrinax', 'Phyrexian Altar']",422
"['Slimefoot and Squee', 'Pitiless Plunderer', 'Gruff Triplets', 'Goblin Bombardment']",398
"['Ziatora, the Incinerator', 'Malignus', 'Gratuitous Violence']",398
"['Slimefoot and Squee', 'Pitiless Plunderer', 'Gruff Triplets', 'Viscera Seer']",386
"['Murderous Redcap', 'Melira, Sylvok Outcast', 'Phyrexian Altar']",383
"['Slimefoot and Squee', 'Bloom Tender', 'Phyrexian Altar', 'Anger']",376
"['Slimefoot and Squee', 'Pitiless Plunderer', 'Drivnod, Carnage Dominus', 'Goblin Bombardment']",355
"['Slimefoot and Squee', 'Phyrexian Altar', 'Siege-Gang Commander']",350
"['Murderous Redcap', 'The Great Henge']",350
"['Stimulus Package', 'Pitiless Plunderer', 'Phyrexian Altar']",350
"['Slimefoot and Squee', 'Pitiless Plunderer', 'Drivnod, Carnage Dominus', 'Viscera Seer']",345
"['The Gitrog Monster', 'Dakmor Salvage', 'Seismic Assault']",344
"['Kodama of the East Tree', 'Golgari Rot Farm', 'Nesting Dragon']",331
"['Melira, Sylvok Outcast', 'Putrid Goblin', 'Goblin Bombardment']",326
"['Slimefoot and Squee', 'Pitiless Plunderer', 'Gruff Triplets', 'Altar of Dementia']",314
"['Kodama of the East Tree', 'Rakdos Carnarium', 'Nesting Dragon']",279
"['Slimefoot and Squee', 'Pitiless Plunderer', 'Gruff Triplets', 'Carrion Feeder']",262
"['Disa the Restless', 'Mimic Vat', 'Altar of Dementia']",252
"['Slimefoot and Squee', 'Phyrexian Altar', 'Pawn of Ulamog']",252
"['Murderous Redcap', 'Renata, Called to the Hunt']",246
"['Phyrexian Altar', 'Primal Vigor']",236
"['Slimefoot and Squee', 'Pitiless Plunderer', 'Sprouting Thrinax', 'Woe Strider']",228
"['Korvold, Fae-Cursed King', 'Blood Pet', 'Mortuary']",224
"['Kodama of the East Tree', 'Rakdos Carnarium', 'Greensleeves, Maro-Sorcerer']",218
"['Slimefoot and Squee', 'Bloom Tender', 'Phyrexian Altar', 'Chainer, Nightmare Adept']",213
"['Kodama of the East Tree', 'Rakdos Carnarium', ""Zendikar's Roil""]",206
"['Slimefoot and Squee', 'Pitiless Plunderer', 'Goldspan Dragon', 'Viscera Seer']",196
"['Slimefoot and Squee', 'Pitiless Plunderer', 'Drivnod, Carnage Dominus', 'Altar of Dementia']",190
"['Korvold, Fae-Cursed King', 'Mayhem Devil', 'Mortuary', 'Blood Pet']",189
"['Slimefoot and Squee', 'Phyrexian Altar', 'Hornet Queen']",188
"['Slimefoot and Squee', 'Pitiless Plunderer', 'Drivnod, Carnage Dominus', 'Carrion Feeder']",187
"['Earthcraft', 'Phyrexian Altar']",182
"['Earthcraft', ""Ashnod's Altar""]",181
"['Fury Storm', 'Witherbloom Apprentice']",175
"['Slimefoot and Squee', 'Nim Deathmantle', ""Ashnod's Altar""]",155
"['Slimefoot and Squee', 'Phyrexian Altar', 'Junji, the Midnight Sky', 'Zulaport Cutthroat']",151
"['Protean Hulk', 'Body Snatcher', 'Viscera Seer', 'Murderous Redcap', 'Melira, Sylvok Outcast']",148
"['Slimefoot and Squee', 'Pitiless Plunderer', 'Goldspan Dragon', 'Goblin Bombardment']",143
"['Disa the Restless', 'Breath of Fury', 'Anger']",140
"['Slimefoot and Squee', 'Phyrexian Altar', 'Junji, the Midnight Sky', 'Blood Artist']",140
"['Murderous Redcap', 'Master Chef']",135
"['Purphoros, God of the Forge', 'Tainted Strike', 'Avenger of Zendikar']",127
"['Kodama of the East Tree', 'Rakdos Carnarium', 'Springheart Nantuko']",125
"['Dockside Extortionist', 'Emiel the Blessed']",11359
"['Shalai and Hallar', 'The Red Terror']",7174
"['Shalai and Hallar', 'Heliod, Sun-Crowned']",4932
"['Atla Palani, Nest Tender', 'Thornbite Staff', ""Ashnod's Altar""]",4505
"['Wayta, Trainer Prodigy', 'Cacophodon']",3629
"['Kodama of the East Tree', 'Gruul Turf', 'Felidar Retreat']",3343
"['Kodama of the East Tree', 'Selesnya Sanctuary', 'Omnath, Locus of Rage']",3207
"['Shalai and Hallar', 'War Elemental']",2927
"['Wayta, Trainer Prodigy', 'Cacophodon', 'Brash Taunter']",2782
"['Zacama, Primal Calamity', 'Temur Sabertooth']",2617
"['Wayta, Trainer Prodigy', 'Cacophodon', 'Polyraptor']",2596
"['Atla Palani, Nest Tender', 'Mirror Entity', 'Worldspine Wurm']",2566
"['Wayta, Trainer Prodigy', 'Siegehorn Ceratops', 'Cacophodon']",2510
"['Kodama of the East Tree', 'Boros Garrison', 'Scute Swarm']",2340
"[""Mayael's Aria"", 'Conclave Sledge-Captain']",2190
"['Kodama of the East Tree', 'Boros Garrison', 'Felidar Retreat']",2183
"['Kodama of the East Tree', 'Boros Garrison', 'Omnath, Locus of Rage']",2147
"['Kodama of the East Tree', 'Boros Garrison', 'Rampaging Baloths']",1933
"['Kodama of the East Tree', 'Tireless Provisioner', 'Boros Garrison']",1811
"['Atla Palani, Nest Tender', 'Life Finds a Way', ""Ashnod's Altar""]",1672
"['Baylen, the Haymaker', 'Aggravated Assault']",1655
"['Wayta, Trainer Prodigy', 'Boros Reckoner', 'Rite of Passage']",1590
"['Ghired, Mirror of the Wilds', 'Midnight Guard']",1540
"['Atla Palani, Nest Tender', 'Life Finds a Way', 'Goblin Bombardment']",1450
"[""Jinnie Fay, Jetmir's Second"", 'Academy Manufactor', 'Prosperous Partnership']",1443
"['Ghired, Mirror of the Wilds', 'Village Bell-Ringer']",1426
"['Zacama, Primal Calamity', 'Sanctum of Eternity']",1400
"['Kodama of the East Tree', 'Gruul Turf', 'Emeria Angel']",1314
"['Shalai and Hallar', 'Archangel of Thune']",1285
"['Atla Palani, Nest Tender', 'Mirror Entity', 'Ulamog, the Infinite Gyre']",1254
"['Atla Palani, Nest Tender', 'Mirror Entity', 'Blightsteel Colossus']",1253
"['Kodama of the East Tree', 'Boros Garrison', ""Zendikar's Roil""]",1208
"['Marath, Will of the Wild', 'Cryptic Trilobite', 'Hardened Scales']",1186
"['Marath, Will of the Wild', 'Cryptic Trilobite', 'Conclave Mentor']",1117
"['Kodama of the East Tree', 'Boros Garrison', 'Emeria Angel']",1035
"['Atla Palani, Nest Tender', 'Mirror Entity', 'Kozilek, Butcher of Truth']",1002
"['Preston Garvey, Minuteman', 'Aggravated Assault']",932
"[""Jinnie Fay, Jetmir's Second"", 'Requiem Angel', 'Goblin Bombardment']",869
"['Marath, Will of the Wild', ""Ashnod's Altar"", 'Hardened Scales']",851
"['Wayta, Trainer Prodigy', 'Spitemare', 'Rite of Passage']",822
"['Kodama of the East Tree', 'Tireless Tracker', 'Boros Garrison']",770
"['Shalai and Hallar', 'Trelasarra, Moon Dancer']",737
"['Kodama of the East Tree', 'Selesnya Sanctuary', 'Nesting Dragon']",732
"['Shalai and Hallar', 'Cleric Class']",729
"['Shalai and Hallar', ""Ajani's Pridemate""]",725
"['Saffi Eriksdotter', 'Cadric, Soul Kindler', 'Relic of Legends']",720
"['Marath, Will of the Wild', ""Ashnod's Altar"", 'Conclave Mentor']",691
"['Marath, Will of the Wild', ""Cathars' Crusade"", 'Cryptic Trilobite']",675
"['Marath, Will of the Wild', ""Cathars' Crusade"", ""Ashnod's Altar""]",674
"['Marath, Will of the Wild', 'Ozolith, the Shattered Spire', 'Cryptic Trilobite']",658
"['Marath, Will of the Wild', 'Cryptic Trilobite', 'Branching Evolution']",640
"['Ghired, Mirror of the Wilds', 'Sunstrike Legionnaire']",639
"['Saffi Eriksdotter', 'Karmic Guide', 'Goblin Bombardment']",610
"['Marath, Will of the Wild', 'Mana Echoes', 'Hardened Scales']",609
"[""Mayael's Aria"", 'Colossification']",607
"['Marath, Will of the Wild', 'Ivy Lane Denizen', ""Ashnod's Altar""]",599
"['Kodama of the East Tree', 'Boros Garrison', 'Nesting Dragon']",587
"['Atla Palani, Nest Tender', 'Life Finds a Way', 'Phyrexian Altar']",568
"['Marath, Will of the Wild', 'Cryptic Trilobite', ""Lae'zel, Vlaakith's Champion""]",535
"['Marath, Will of the Wild', 'Doubling Season', ""Ashnod's Altar""]",516
"['Marath, Will of the Wild', 'Mana Echoes', 'Conclave Mentor']",510
"['Shalai and Hallar', 'Voice of the Blessed']",489
"['Marath, Will of the Wild', 'Cryptic Trilobite', 'Doubling Season']",481
"['Marath, Will of the Wild', ""Ashnod's Altar"", 'Branching Evolution']",477
"['There and Back Again', 'Vitu-Ghazi Guildmage']",415
"['Kodama of the East Tree', 'Gruul Turf', 'Retreat to Emeria']",412
"['Kodama of the East Tree', 'Boros Garrison', 'Greensleeves, Maro-Sorcerer']",404
"['Marath, Will of the Wild', 'Unbound Flourishing', ""Ashnod's Altar""]",402
"['Marath, Will of the Wild', 'Mana Echoes', 'Unbound Flourishing']",398
"['Marath, Will of the Wild', 'Mana Echoes', ""Cathars' Crusade""]",398
"['Kodama of the East Tree', 'Boros Garrison', 'Springheart Nantuko']",384
"['Shalai and Hallar', 'Celestial Unicorn']",381
"['Havi, the All-Father', 'Saffi Eriksdotter', ""Phlage, Titan of Fire's Fury""]",380
"['Rin and Seri, Inseparable', 'Earthcraft', 'Whitemane Lion']",371
"['Atla Palani, Nest Tender', 'Life Finds a Way', 'Blasting Station']",368
"['Marath, Will of the Wild', ""Ashnod's Altar"", ""Lae'zel, Vlaakith's Champion""]",361
"['Dualcaster Mage', 'Emiel the Blessed', ""Jeska's Will""]",350
"['Mana Echoes', 'Emiel the Blessed']",349
"['Kodama of the East Tree', 'Boros Garrison', 'Retreat to Emeria']",347
"['Kodama of the East Tree', 'Gruul Turf', 'Maja, Bretagard Protector']",346
"['Marath, Will of the Wild', 'Mana Echoes', 'Ivy Lane Denizen']",344
"['Marath, Will of the Wild', 'Mana Echoes', 'Doubling Season']",340
"['Stimulus Package', 'Prosperous Partnership', 'Anointed Procession']",339
"['Havi, the All-Father', 'Saffi Eriksdotter', 'Goblin Bombardment']",337
"['Marath, Will of the Wild', 'Benevolent Hydra', 'Cryptic Trilobite']",334
"['Stimulus Package', 'Prosperous Partnership', 'Parallel Lives']",322
"['Kogla, the Titan Ape', 'Selvala, Heart of the Wilds', 'Samut, Voice of Dissent']",321
"[""Mayael's Aria"", 'Ancient Imperiosaur']",302
"['Marath, Will of the Wild', 'Mana Echoes', 'Branching Evolution']",301
"['Havi, the All-Father', 'Saffi Eriksdotter', ""Ashnod's Altar""]",298
"['Samut, the Driving Force', 'Sprout Swarm']",297
"[""Jinnie Fay, Jetmir's Second"", 'Requiem Angel', ""Ashnod's Altar""]",294
"['Kodama of the East Tree', 'Boros Garrison', 'Maja, Bretagard Protector']",279
"['Stimulus Package', 'Prosperous Partnership', 'Mondrak, Glory Dominus']",278
"['Atla Palani, Nest Tender', 'Mirror Entity', 'Vigor']",276
"['Havi, the All-Father', 'Saffi Eriksdotter', 'Altar of Dementia']",275
"['Marath, Will of the Wild', ""Ashnod's Altar"", ""Illusionist's Bracers""]",270
"['Shalai and Hallar', 'Ageless Entity']",268
"[""Mayael's Aria"", 'Lathiel, the Bounteous Dawn']",263
"[""Emrakul's Hatcher"", 'Emiel the Blessed']",256
"['Axebane Guardian', 'High Alert']",15017
"['Derevi, Empyrial Tactician', 'Emiel the Blessed', ""Gaea's Cradle""]",8321
"['Faeburrow Elder', 'Freed from the Real']",6002
"['Derevi, Empyrial Tactician', 'Emiel the Blessed', 'Mana Vault']",5907
"['Peregrine Drake', 'Emiel the Blessed']",5738
"['Chulane, Teller of Tales', 'Intruder Alarm']",5597
"['Derevi, Empyrial Tactician', 'Emiel the Blessed', 'Selvala, Heart of the Wilds']",4800
"['Derevi, Empyrial Tactician', 'Emiel the Blessed', 'Chromatic Orrery']",3488
"['Kodama of the East Tree', 'Simic Growth Chamber', 'Felidar Retreat']",3106
"['Faeburrow Elder', ""Pemmin's Aura""]",2533
"['Kinnan, Bonder Prodigy', 'Faeburrow Elder', 'Freed from the Real']",2438
"['Derevi, Empyrial Tactician', 'Emiel the Blessed', 'Basalt Monolith']",2416
"['Chulane, Teller of Tales', 'Mana Breach', 'Shrieking Drake']",2109
"['Kodama of the East Tree', 'Azorius Chancery', 'Scute Swarm']",1884
"['Retreat to Coralhelm', 'Sakura-Tribe Scout', 'Selesnya Sanctuary']",1739
"['Kodama of the East Tree', 'Azorius Chancery', 'Felidar Retreat']",1643
"['Kodama of the East Tree', 'Tireless Provisioner', 'Azorius Chancery']",1588
"['Chulane, Teller of Tales', 'Shrieking Drake', 'Lotus Cobra', 'Simic Growth Chamber']",1586
"['Kodama of the East Tree', 'Azorius Chancery', 'Rampaging Baloths']",1489
"['Retreat to Coralhelm', 'Llanowar Scout', 'Selesnya Sanctuary']",1472
"['Derevi, Empyrial Tactician', 'Emiel the Blessed', 'Grim Monolith']",1463
"['Chulane, Teller of Tales', 'Shrieking Drake', 'Lotus Cobra', 'Selesnya Sanctuary']",1447
"['Chulane, Teller of Tales', 'Shrieking Drake', 'Lotus Cobra', 'Azorius Chancery']",1433
"['Rafiq of the Many', 'Eldrazi Conscription']",1430
"['Estrid, the Masked', 'The Chain Veil']",1357
"['Chulane, Teller of Tales', 'Shrieking Drake', 'Tireless Provisioner', 'Simic Growth Chamber']",1299
"['Eldrazi Displacer', 'Drowner of Hope', 'Parallel Lives']",1288
"['Falco Spara, Pactweaver', 'Devoted Druid', ""Sensei's Divining Top""]",1287
"['Phelddagrif', 'Intruder Alarm']",1281
"['Chulane, Teller of Tales', 'Shrieking Drake', 'Tireless Provisioner', 'Selesnya Sanctuary']",1197
"['Chulane, Teller of Tales', 'Shrieking Drake', 'Tireless Provisioner', 'Azorius Chancery']",1172
"['Retreat to Coralhelm', 'Sakura-Tribe Scout', 'Azorius Chancery']",1150
"['Deadeye Navigator', 'Derevi, Empyrial Tactician', 'Bloom Tender']",1140
"['Kodama of the East Tree', 'Simic Growth Chamber', 'Emeria Angel']",1139
"['Rafiq of the Many', 'Colossus Hammer']",1130
"['Retreat to Coralhelm', 'Llanowar Scout', 'Azorius Chancery']",1113
"['Derevi, Empyrial Tactician', 'Deadeye Navigator', 'Faeburrow Elder']",1099
"['Lotus Cobra', 'Ruin Ghost', 'Retreat to Coralhelm']",1093
"['Emiel the Blessed', 'Intruder Alarm']",1063
"['Questing Phelddagrif', 'Intruder Alarm']",1001
"['Chulane, Teller of Tales', 'Shrieking Drake', 'Overburden']",996
"['Kodama of the East Tree', 'Azorius Chancery', ""Zendikar's Roil""]",961
"['Gorion, Wise Mentor', 'Lucky Clover', 'Virtue of Knowledge']",946
"['Phelddagrif', 'Suture Priest', 'Intruder Alarm']",878
"['Retreat to Coralhelm', 'Walking Atlas', 'Selesnya Sanctuary']",877
"['Lagrella, the Magpie', 'Felidar Guardian', 'Ephemerate']",876
"['Drogskol Reaver', 'Horizon Chimera']",854
"[""Abdel Adrian, Gorion's Ward"", 'Eternal Witness', 'Ghostly Flicker']",838
"['Romana II', 'The Sixth Doctor', 'Adrix and Nev, Twincasters']",836
"['Retreat to Coralhelm', 'Scaled Herbalist', 'Selesnya Sanctuary']",831
"['Eldrazi Displacer', 'Eyeless Watcher', 'Adrix and Nev, Twincasters']",818
"['Enchanted Evening', 'Calming Verse']",812
"['Sovereigns of Lost Alara', 'Colossification']",778
"['Eldrazi Displacer', 'Drowner of Hope', 'Doubling Season']",777
"['Rafiq of the Many', 'Belt of Giant Strength']",775
"['Brenard, Ginger Sculptor', 'Eternal Scourge', ""Ashnod's Altar""]",768
"['Kodama of the East Tree', 'Azorius Chancery', 'Emeria Angel']",735
"['Eldrazi Displacer', ""Kozilek's Predator"", 'Adrix and Nev, Twincasters']",704
"['Helga, Skittish Seer', 'Chakram Retriever', 'Venser, Shaper Savant']",703
"['Lagrella, the Magpie', 'Felidar Guardian', 'Cloudshift']",703
"['Retreat to Coralhelm', 'Scaled Herbalist', 'Azorius Chancery']",696
"['Faerie Mastermind', 'Smothering Tithe', ""Biomancer's Familiar""]",694
"['Eldrazi Displacer', 'Drowner of Hope', 'Adrix and Nev, Twincasters']",686
"['Derevi, Empyrial Tactician', 'Emiel the Blessed', 'Fanatic of Rhonas']",678
"['Questing Phelddagrif', 'Suture Priest', 'Intruder Alarm']",669
"[""Abdel Adrian, Gorion's Ward"", 'Eternal Witness', 'Momentary Blink']",655
"['Kodama of the East Tree', 'Tireless Tracker', 'Azorius Chancery']",655
"['Vigean Graftmage', 'Faeburrow Elder']",647
"[""Abdel Adrian, Gorion's Ward"", 'Restoration Angel', 'Lagrella, the Magpie']",625
"[""Abdel Adrian, Gorion's Ward"", 'Felidar Guardian', 'Lagrella, the Magpie']",618
"['Lonis, Genetics Expert', 'Rosie Cotton of South Lane']",604
"['Retreat to Coralhelm', 'Skyshroud Ranger', 'Selesnya Sanctuary']",601
"['Lonis, Genetics Expert', 'Yotian Dissident']",592
"['Shrieking Drake', 'Earthcraft', 'Chulane, Teller of Tales']",590
"['Faerie Mastermind', 'Smothering Tithe', 'Doubling Season']",533
"['Palinchron', 'Emiel the Blessed']",528
"['Soulherder', 'Eternal Witness', 'Time Warp']",527
"['Retreat to Coralhelm', 'Skyshroud Ranger', 'Azorius Chancery']",524
"['Derevi, Empyrial Tactician', 'Deadeye Navigator', 'Chromatic Orrery']",515
"['Lagrella, the Magpie', 'Felidar Guardian', 'Essence Flux']",497
"[""Abdel Adrian, Gorion's Ward"", 'Eternal Witness', 'Essence Flux']",491
"['Teferi, Master of Time', 'Ajani Steadfast', 'Ajani, the Greathearted', 'Doubling Season']",484
"['Helga, Skittish Seer', 'Chakram Retriever', 'Ancestral Statue']",477
"['Teferi, Master of Time', 'Ajani Steadfast', 'Ajani, the Greathearted', ""Lae'zel, Vlaakith's Champion""]",448
"['Bloom Tender', 'High Alert']",436
"['Teferi, Master of Time', 'Ajani Steadfast', 'Ajani, the Greathearted', 'Vorinclex, Monstrous Raider']",423
"['Endless Detour', 'Approach of the Second Sun']",421
"['Chain Stasis', 'Faeburrow Elder']",406
"['Teleportation Circle', 'Eternal Witness', 'Time Warp']",389
"['Kodama of the East Tree', 'Azorius Chancery', 'Greensleeves, Maro-Sorcerer']",379
"['Chulane, Teller of Tales', 'Village Bell-Ringer', 'Laboratory Maniac']",378
"['Kodama of the East Tree', 'Azorius Chancery', 'Springheart Nantuko']",373
"['Rhys the Redeemed', 'Intruder Alarm']",371
"['Derevi, Empyrial Tactician', 'Emiel the Blessed', 'Lotus Field']",345
"['Preston, the Vanisher', 'Elesh Norn, Mother of Machines']",328
"['Kodama of the East Tree', 'Spark Double', 'Selesnya Sanctuary']",327
"['Crystalline Crawler', 'Simic Ascendancy', 'Pir, Imaginative Rascal', 'Conclave Mentor']",325
"['Derevi, Empyrial Tactician', 'Displacer Kitten', 'Retraction Helix']",316
"['Faeburrow Elder', 'High Alert']",303
"['Meloku the Clouded Mirror', 'Retreat to Coralhelm', 'Murasa Rootgrazer']",302
"['The Gitrog Monster', 'The Necrobloom']",13560
"['Tayam, Luminous Enigma', 'Devoted Druid']",5554
"['Myrkul, Lord of Bones', 'Devoted Druid']",5140
