name,saltiness,deck_count
Incubation // Incongruity,0.33,9177
Fury Storm,0.33,14759
Undead Alchemist,0.33,17984
Pixie Queen,0.33,65
Collective Unconscious,0.33,13380
Return from Extinction,0.33,6912
Pestilent Wolf,0.33,1755
Lord of the Forsaken,0.33,8542
Terrain Elemental,0.33,4159
Familiar's Ruse,0.33,17142
Eater of the Dead,0.33,4446
Crescendo of War,0.33,4630
Tidewalker,0.33,381
The Ring Goes South,0.33,18539
Void Shatter,0.33,7158
Rust Monster,0.33,284
Pollen-Shield Hare,0.33,13151
Vedalken Plotter,0.33,5823
Heat of Battle,0.33,1054
Complete the Circuit,0.33,10807
Sharpened Pitchfork,0.33,1087
Warbreak Trumpeter,0.33,921
Plated Crusher,0.33,1298
Soul Manipulation,0.33,13655
Shriek Raptor,0.33,1061
Velomachus Lorehold,0.33,8819
Aluren,0.33,9380
Boon of Boseiju,0.33,6324
Kozilek's Predator,0.33,8128
Trip Noose,0.33,241
Arenson's Aura,0.33,337
Belbe's Portal,0.33,6792
Aetherworks Marvel,0.33,28593
Writ of Return,0.33,7359
Seeker of Slaanesh,0.33,4512
"Karazikar, the Eye Tyrant",0.33,28284
Sibsig Icebreakers,0.33,710
Nahiri's Warcrafting,0.33,6072
"Tawnos, the Toymaker",0.33,3300
Basri Ket,0.33,19263
Fleshwrither,0.33,6462
Stampede,0.33,764
Empty the Catacombs,0.33,1112
Twins of Discord,0.33,12126
Phyrexian Furnace,0.33,2128
Thought Erasure,0.33,2452
Jagged Poppet,0.33,1090
Trespassing Souleater,0.33,255
Razor Swine,0.33,1400
Gladehart Cavalry,0.33,1782
Bite of the Black Rose,0.33,5989
"Sarevok, Deathbringer",0.33,2845
Paragon of the Amesha,0.33,93
Relentless Skaabs,0.33,243
Tolarian Entrancer,0.33,620
Marsh Viper,0.33,747
Audacious Reshapers,0.33,12721
Megantic Sliver,0.33,17251
Skullsnatcher,0.33,18952
Graven Dominator,0.33,114
Spirit en-Dal,0.33,2226
Fall of the Impostor,0.33,8299
Kessig Naturalist,0.33,12344
The Mimeoplasm,0.33,7547
Cabal Surgeon,0.33,117
"Sethron, Hurloon General",0.33,949
Savage Alliance,0.33,1527
Tegwyll's Scouring,0.33,14032
Souls of the Faultless,0.33,2282
Festering March,0.33,867
Myojin of Night's Reach,0.33,5116
Snow-Covered Island,0.33,141509
Throne of Eldraine,0.33,96024
Mantis Rider,0.33,3142
Thought Hemorrhage,0.33,47
Cloak of Confusion,0.33,227
Venarian Gold,0.33,75
Blind Fury,0.33,267
Rough // Tumble,0.33,1193
Conjurer's Ban,0.33,146
Witch Hunter,0.33,459
Swell of Courage,0.33,150
Cosmos Charger,0.33,6366
Foray of Orcs,0.33,16487
Strength of Cedars,0.33,1000
Retribution of the Meek,0.33,5000
Revenge of the Hunted,0.33,3102
Thoughtlace,0.33,391
Golem's Heart,0.33,3972
Kalemne's Captain,0.33,1718
Befuddle,0.33,825
On Thin Ice,0.33,11223
"Drana, Kalastria Bloodchief",0.33,6949
Bitterheart Witch,0.33,6833
Yahenni's Expertise,0.33,9363
Tail Slash,0.33,847
Relic Runner,0.33,233
Hero's Demise,0.33,1754
Lumberknot,0.33,3184
Stinging Hivemaster,0.33,3400
Yarok's Fenlurker,0.33,6540
Ramses Overdark,0.33,122
Krovikan Mist,0.33,3698
Virtus the Veiled,0.33,13331
Teferi's Curse,0.33,369
Death Watch,0.33,1221
"Chandra, Fire of Kaladesh",0.33,7547
Primal Frenzy,0.33,706
Meadowboon,0.33,1193
Pyromancy,0.33,155
Priest of the Blessed Graf,0.33,6549
Sylvan Offering,0.33,21148
Guul Draz Specter,0.33,2181
Venomous Brutalizer,0.33,14708
Blitz Leech,0.33,342
Krydle of Baldur's Gate,0.33,15282
"Thrun, Breaker of Silence",0.33,11327
Downpour,0.33,5637
Innocent Traveler,0.33,1234
Mirrormade,0.33,67417
"Oji, the Exquisite Blade",0.33,14648
"Jor Kadeen, the Prevailer",0.33,12730
Mine Layer,0.33,1858
Zombie Assassin,0.33,104
Metallic Mastery,0.33,368
Dúnedain Rangers,0.33,7327
Destined // Lead,0.33,2054
Birth of the Imperium,0.33,16728
Fate Forgotten,0.33,1236
Vessel of Endless Rest,0.33,4885
Argothian Swine,0.33,104
Gideon Blackblade,0.33,11513
Vedalken Outlander,0.33,79
"Cao Cao, Lord of Wei",0.33,772
Crosstown Courier,0.33,486
Shattered Ego,0.33,120
Ruhan of the Fomori,0.33,1023
Red Sun's Zenith,0.33,6974
Goblin Digging Team,0.33,271
"Sigrid, God-Favored",0.33,5058
Bog Down,0.33,110
Reduce to Dreams,0.33,642
Heron's Grace Champion,0.33,5376
Tranquil Domain,0.33,259
Words of Wilding,0.33,4157
Need for Speed,0.33,3392
You Happen On a Glade,0.33,11881
Magma Mine,0.33,245
Rootwater Shaman,0.33,796
Contractual Safeguard,0.33,9151
Restock,0.33,1548
Kamahl's Summons,0.33,3733
Molten Primordial,0.33,19074
Bond of Agony,0.33,3011
Surge to Victory,0.33,15924
Ribskiff,0.33,3129
Holy Light,0.33,141
Twincast,0.33,14798
Primalcrux,0.33,2109
Krovikan Vampire,0.33,215
Emergency Powers,0.33,9418
Carry Away,0.33,304
Galadhrim Bow,0.33,5241
Gauntlets of Chaos,0.33,429
Balshan Beguiler,0.33,112
Blaze Commando,0.33,1497
Devout Decree,0.33,440
Bloodtithe Collector,0.33,1120
Soldevi Steam Beast,0.33,69
Goblin Psychopath,0.33,790
Charge of the Forever-Beast,0.33,499
Reversal of Fortune,0.33,868
"Willowdusk, Essence Seer",0.33,4704
Scavenging Harpy,0.33,105
Gremlin Infestation,0.33,185
Pilgrim of Justice,0.33,52
"Kiora, Sovereign of the Deep",0.33,5934
Cephalid Shrine,0.33,87
Nurgle's Conscription,0.33,6409
Cosmic Larva,0.33,1165
Parasitic Strix,0.33,285
Blind with Anger,0.33,1163
Questing Phelddagrif,0.33,2803
Natural Reclamation,0.33,19157
Windstorm,0.33,1640
Repentance,0.33,100
Tombstone Stairwell,0.33,6420
"Tariel, Reckoner of Souls",0.33,7447
Inspire Awe,0.33,1086
Wild Evocation,0.33,7839
Threads of Disloyalty,0.33,676
Flayer Drone,0.33,2589
Workshop Elders,0.33,4784
Glyph Keeper,0.33,1535
Rishadan Pawnshop,0.33,556
"Dargo, the Shipwrecker",0.33,5754
Konda's Banner,0.33,6680
Hateful Eidolon,0.33,18971
Spoils of Evil,0.33,1609
"Maarika, Brutal Gladiator",0.33,2850
Psychic Venom,0.33,460
Satyr Hedonist,0.33,1813
Forced Landing,0.33,701
"Ayula, Queen Among Bears",0.33,9783
Grip of Desolation,0.33,825
Rites of Spring,0.33,2765
Tervigon,0.33,21610
Infernal Tribute,0.33,1958
Thumbscrews,0.33,179
Recumbent Bliss,0.33,1153
Step Right Up,0.33,4617
Skystreamer,0.33,319
Filigree Attendant,0.33,7594
Feed the Serpent,0.33,3954
Prismatic Ward,0.33,340
"Osgir, the Reconstructor",0.33,8237
Twilight's Call,0.33,4996
Nature's Blessing,0.33,404
Admiral's Order,0.33,6736
Spreading Seas,0.33,6885
Crown of Empires,0.33,1460
Big Winner,0.33,73
Hulking Metamorph,0.33,14301
Kozilek's Shrieker,0.33,174
Isu the Abominable,0.33,223
Sudden Demise,0.33,3278
Gaze of Pain,0.33,571
Shadowstorm Vizier,0.33,589
Silver Shroud Costume,0.33,36576
Brutal Suppression,0.33,28
Spectral Prison,0.33,93
Invasion of Shandalar,0.33,15183
Mwonvuli Beast Tracker,0.33,6168
Dire Mimic,0.33,1329
Loamdragger Giant,0.33,49
Narset of the Ancient Way,0.33,17676
Liquimetal Torque,0.33,180686
Sol'kanar the Swamp King,0.33,1039
Release the Dogs,0.33,12562
Tribute to the Wild,0.33,5851
Wild Wurm,0.33,316
Become Anonymous,0.33,6792
Crystacean,0.33,2447
Faerie Trickery,0.33,6326
Excavation Technique,0.33,4780
Forcefield,0.33,1702
Festering Mummy,0.33,5526
Krosan Archer,0.33,62
Glissa Sunseeker,0.33,3028
Blade of Shared Souls,0.33,6578
Coma Veil,0.33,80
Murderous Cut,0.33,14321
Corrupt Official,0.33,110
Scent of Brine,0.33,381
Green Dragon,0.33,4828
Sands of Delirium,0.33,4110
Serra Avatar,0.33,13225
Grotesque Hybrid,0.33,204
Totem-Guide Hartebeest,0.33,1152
Warrior's Honor,0.33,87
"Syr Carah, the Bold",0.33,6075
Grafted Growth,0.33,7884
Seasons Past,0.33,14195
"Shizuko, Caller of Autumn",0.33,4907
Gaea's Bounty,0.33,1886
Ironclaw Orcs,0.33,65
Goblin Machinist,0.33,142
Gravestorm,0.33,2434
Blood Tithe,0.33,7086
Pallimud,0.33,76
Specter of Mortality,0.33,1237
"Soundwave, Sonic Spy",0.33,2599
Mox Tantalite,0.33,24732
Sacred Wolf,0.33,953
Humiliate,0.33,1739
"Rona, Herald of Invasion",0.33,28854
Abstergo Entertainment,0.33,26961
Sanitarium Skeleton,0.33,7289
Wall of Light,0.33,284
Rain of Gore,0.33,1664
Ondu Spiritdancer,0.33,58232
Biogenic Ooze,0.33,11262
Campus Renovation,0.33,5905
Shrewd Negotiation,0.33,622
Finishing Move,0.33,979
Fate Foretold,0.33,1195
Novice Dissector,0.33,738
Infest,0.33,908
Cunning Lethemancer,0.33,12099
Reincarnation,0.33,2141
Bortuk Bonerattle,0.33,1222
Ogre Marauder,0.33,444
Caller of the Untamed,0.33,43
Fire Servant,0.33,12006
Tribute to Hunger,0.33,3245
Master of the Wild Hunt,0.33,11724
Olivia Voldaren,0.33,13549
Invisibility,0.33,3755
Balthor the Defiled,0.33,9542
Soul-Guide Gryff,0.33,272
Jeweled Amulet,0.33,19956
Final Payment,0.33,3985
Golgari Findbroker,0.33,12916
Fatal Attraction,0.33,187
Gruul Ragebeast,0.33,10649
Angelic Chorus,0.33,15242
Jinx,0.33,2087
Cunning Rhetoric,0.33,42738
Ballad of the Black Flag,0.33,10275
Fathom Fleet Cutthroat,0.33,478
Kindred Charge,0.33,18198
White Scarab,0.33,498
Scrapyard Recombiner,0.33,15456
Carrion Wurm,0.33,82
Cloudpiercer,0.33,4906
Stratus Walk,0.33,794
Shu Elite Companions,0.33,192
Brothers of Fire,0.33,78
Spined Sliver,0.33,2036
Predator Dragon,0.33,1033
Maestros Confluence,0.33,4498
Appetite for the Unnatural,0.33,3838
Rogue's Passage,0.33,1155204
Secret Salvage,0.33,9460
Witchstalker Frenzy,0.33,4528
Spireside Infiltrator,0.33,916
Absolute Law,0.33,1138
Chandra Nalaar,0.33,4600
"Lord Skitter, Sewer King",0.33,40792
Centaur Nurturer,0.33,907
Go-Shintai of Lost Wisdom,0.33,16042
Enslaved Horror,0.33,1917
Gruesome Encore,0.33,2677
Tidebinder Mage,0.33,1219
Unified Will,0.33,1946
Bower Passage,0.33,10512
Crumbling Sanctuary,0.33,722
Jared Carthalion,0.33,5563
Hamlet Vanguard,0.33,2906
Paladin of Predation,0.33,7263
Quarrel's End,0.33,7966
Sage's Row Denizen,0.33,2185
Briarhorn,0.33,1105
Temporal Adept,0.33,755
"Jirina, Dauntless General",0.33,15118
Vedalken Shackles,0.33,6228
Ayara's Oathsworn,0.33,16171
Thelon's Chant,0.33,130
Didn't Say Please,0.33,31737
In the Darkness Bind Them,0.33,27639
"Andúril, Flame of the West",0.33,33919
Anguished Unmaking,0.33,317958
Wild-Magic Sorcerer,0.33,69682
Fell the Mighty,0.33,71274
Wirewood Lodge,0.33,43520
Shielded by Faith,0.33,31900
Brokers Ascendancy,0.33,41751
"Sram, Senior Edificer",0.33,156035
Virtue of Loyalty,0.33,47852
Dire Fleet Daredevil,0.33,46774
"Alandra, Sky Dreamer",0.33,40652
"Emeria, the Sky Ruin",0.33,81359
Eidolon of Countless Battles,0.33,31664
"Minas Morgul, Dark Fortress",0.33,41311
Artificer Class,0.33,27536
Council's Judgment,0.33,30997
Liquimetal Coating,0.33,26825
Reckless Endeavor,0.33,30208
Setessan Champion,0.33,111778
"Sarkhan, Soul Aflame",0.33,39585
"Owen Grady, Raptor Trainer",0.33,1999
"Kellan, the Kid",0.33,9897
Remorseful Cleric,0.33,23288
"Unctus, Grand Metatect",0.33,35670
Carrion Feeder,0.33,141363
Primordial Sage,0.33,26752
Selfless Squire,0.33,40035
"Yeva, Nature's Herald",0.33,33473
Pact of the Serpent,0.33,53091
Megrim,0.33,34998
Mirrorworks,0.33,37862
Volrath's Stronghold,0.33,38128
Robe of Stars,0.33,36783
Zimone and Dina,0.33,5529
Plasma Caster,0.33,10399
Shared Summons,0.33,31415
Unstable Glyphbridge,0.33,12795
Karn's Bastion,0.33,277756
Primevals' Glorious Rebirth,0.33,49695
Retreat to Coralhelm,0.33,66388
Overseer of Vault 76,0.33,6573
The Eighth Doctor,0.33,7205
"Niv-Mizzet, Guildpact",0.33,3651
Sontaran General,0.33,3450
Leonardo da Vinci,0.33,2543
Cybership,0.33,14429
"Three Dog, Galaxy News DJ",0.33,4203
"Éowyn, Fearless Knight",0.33,38269
Banishing Light,0.32,41441
Eidolon of Blossoms,0.32,118935
Tortured Existence,0.32,54558
Haughty Djinn,0.32,42402
Contaminated Ground,0.32,1756
The Key to the Vault,0.32,34023
"Nashi, Moon Sage's Scion",0.32,56448
Haze of Rage,0.32,20247
Silver-Fur Master,0.32,39706
True Conviction,0.32,61044
"Anim Pakal, Thousandth Moon",0.32,66756
Tainted Observer,0.32,19667
Old One Eye,0.32,17801
Elven Ambush,0.32,36397
Spit Flame,0.32,21799
Brought Back,0.32,21226
Increasing Ambition,0.32,7588
Diamond Valley,0.32,1891
Heartless Summoning,0.32,28818
Twilight Prophet,0.32,90418
Quest for Renewal,0.32,33781
Kami of Whispered Hopes,0.32,180083
"Éomer, King of Rohan",0.32,25060
Mirror Image,0.32,18824
Nimble Obstructionist,0.32,18741
Tlincalli Hunter,0.32,23310
"Xyris, the Writhing Storm",0.32,10100
Thunderclap Drake,0.32,36396
Hornet Queen,0.32,68645
Horn of Greed,0.32,40665
Encroaching Mycosynth,0.32,28746
"Shizo, Death's Storehouse",0.32,134589
Battle Hymn,0.32,59240
Drown in the Loch,0.32,81686
Return of the Wildspeaker,0.32,345073
TARDIS,0.32,16351
Gandalf the White,0.32,37879
March of Swirling Mist,0.32,87599
"Melek, Izzet Paragon",0.32,15447
Gaze of Granite,0.32,18942
Mulch,0.32,22424
Duneblast,0.32,16366
Trespasser's Curse,0.32,21840
Dazzling Denial,0.32,13340
Eldritch Immunity,0.32,31419
Neverwinter Hydra,0.32,20730
Storm King's Thunder,0.32,21164
Electrodominance,0.32,46214
"Chandra, Torch of Defiance",0.32,76489
Open the Armory,0.32,120420
Barrowgoyf,0.32,16962
Death's Presence,0.32,27675
Mana Confluence,0.32,411086
Abyssal Gorestalker,0.32,3092
Double Down,0.32,13902
Thunderhawk Gunship,0.32,29511
The Valeyard,0.32,4528
Druid of Purification,0.32,44235
"Squee, the Immortal",0.32,48956
Hoarding Broodlord,0.32,63368
Crabomination,0.32,9762
Dreadhound,0.32,22324
Banquet Guests,0.32,25747
Hostile Investigator,0.32,3158
Dream-Thief's Bandana,0.32,12540
Star Whale,0.32,16058
Sorrow's Path,0.32,625
Runaway Steam-Kin,0.32,62322
Bubbling Muck,0.32,39328
The Stasis Coffin,0.32,5130
"Clavileño, First of the Blessed",0.32,20275
Brotherhood Outcast,0.32,7026
Specter's Shriek,0.32,310
Beast Within,0.32,1003967
Geode Golem,0.32,42538
Marionette Apprentice,0.32,93965
"Aurelia, the Law Above",0.32,42236
Shard of the Void Dragon,0.32,9659
Ephemerate,0.32,153401
Consuming Corruption,0.32,26381
Rakdos Joins Up,0.32,22611
"Lilah, Undefeated Slickshot",0.32,4026
Aid from the Cowl,0.32,7928
"Vona, Butcher of Magan",0.32,21291
Tempt with Mayhem,0.32,11976
One with the Machine,0.32,34185
Guardian Augmenter,0.32,37963
Wellwisher,0.32,18552
Dance of the Tumbleweeds,0.32,13544
The Nipton Lottery,0.32,5600
Pili-Pala,0.32,18850
Flowering of the White Tree,0.32,118159
Endless Ranks of the Dead,0.32,49081
Blood for the Blood God!,0.32,40302
"Edgar, Charmed Groom",0.32,30849
"Katilda, Dawnhart Prime",0.32,28680
Trumpeting Carnosaur,0.32,51724
Aggressive Biomancy,0.32,12556
Bounty Agent,0.32,16891
Grim Servant,0.32,16845
Elspeth Resplendent,0.32,22869
Emeria Shepherd,0.32,58291
Herald of the Forgotten,0.32,5234
"Shilgengar, Sire of Famine",0.32,5088
Mountain Stronghold,0.32,465
Wyll's Reversal,0.31,41142
Fungal Sprouting,0.31,20965
Sword Coast Sailor,0.31,19290
Poison-Tip Archer,0.31,60898
"Florian, Voldaren Scion",0.31,35088
"Nylea, Keen-Eyed",0.31,37100
"Seizan, Perverter of Truth",0.31,28732
"Zirda, the Dawnwaker",0.31,32665
Chaos Wand,0.31,32026
Ripples of Potential,0.31,54003
Archaeomancer's Map,0.31,89328
Mob Verdict,0.31,10611
"Kotori, Pilot Prodigy",0.31,16984
"Aragorn, Hornburg Hero",0.31,11473
"Gyome, Master Chef",0.31,21077
Primordial Ooze,0.31,304
Shire Shirriff,0.31,10011
Slaughter Singer,0.31,6277
Clockwork Gnomes,0.31,369
Angelic Skirmisher,0.31,23525
Early Harvest,0.31,6935
Stern Scolding,0.31,13220
Last Stand,0.31,1643
Wall of Tears,0.31,6042
Defabricate,0.31,19005
Zygon Infiltrator,0.31,3139
Kiora's Dismissal,0.31,762
"Craig Boone, Novac Guard",0.31,9255
Industrial Advancement,0.31,18213
Distress,0.31,1680
Localized Destruction,0.31,10276
Trostani Discordant,0.31,10879
Wand of Denial,0.31,1508
Ego Erasure,0.31,667
Lightwielder Paladin,0.31,628
Rags // Riches,0.31,4736
Colossal Whale,0.31,5645
Feeding Frenzy,0.31,606
Catalyst Stone,0.31,2823
Fell Specter,0.31,19791
One with Nature,0.31,14246
Zodiac Dragon,0.31,331
Twilight Shepherd,0.31,4117
"Liu Bei, Lord of Shu",0.31,276
Seasoned Buttoneer,0.31,2150
Ondu Inversion,0.31,49540
Haywire Mite,0.31,100339
Conclave Evangelist,0.31,3531
Brazen Borrower,0.31,38917
Phyrexian Scriptures,0.31,31994
Sanctum of Calm Waters,0.31,17839
Mocking Doppelganger,0.31,19962
Canopy Cover,0.31,27889
Innocent Blood,0.31,20343
Guff Rewrites History,0.31,26678
Terror of Mount Velus,0.31,18972
Guardian of Faith,0.31,50719
Whitemane Lion,0.31,31112
"Roshan, Hidden Magister",0.31,13037
Enduring Angel,0.31,9527
Sundering Eruption,0.31,62227
Renegade Silent,0.31,6482
Devourer of Destiny,0.31,8283
Dreamdew Entrancer,0.31,9781
Recoil,0.31,2541
Final Parting,0.31,45740
Quantum Misalignment,0.31,40091
Sakashima the Impostor,0.31,53309
The Girl in the Fireplace,0.31,5594
"Urza, Prince of Kroog",0.31,28593
"Yuma, Proud Protector",0.31,4209
Oracle of Mul Daya,0.31,147087
Scavenged Brawler,0.31,30232
Zuran Orb,0.31,67484
Dusk // Dawn,0.31,99859
Sage's Reverie,0.31,59162
Cryptwailing,0.31,54
Consulate Surveillance,0.31,5517
Aetherstorm Roc,0.31,12033
Titanic Ultimatum,0.31,17226
"Malcator, Purity Overseer",0.31,10954
Cursed Land,0.31,440
Ivorytusk Fortress,0.31,2235
Disdainful Stroke,0.31,44846
Stonesplitter Bolt,0.31,8934
Guardian of the Great Conduit,0.31,135
Discover the Impossible,0.31,1961
Esper Battlemage,0.31,60
Spectral Force,0.31,299
Felidar Umbra,0.31,11820
Daemogoth Woe-Eater,0.31,15000
Deadeye Duelist,0.31,2510
Regal Unicorn,0.31,513
Avatar of Woe,0.31,19091
Sleek Schooner,0.31,1239
Glitterflitter,0.31,618
Dromoka's Command,0.31,15476
Brine Shaman,0.31,470
Aven Fogbringer,0.31,462
Otherworldly Outburst,0.31,3854
"Risona, Asari Commander",0.31,5224
Demonic Lore,0.31,6896
Sphinx of Uthuun,0.31,10185
Alchemist's Gift,0.31,3621
"Will, Scion of Peace",0.31,6357
Seven Dwarves,0.31,7084
Staff of Zegon,0.31,49
Hookhand Mariner,0.31,1329
Tempered Sliver,0.31,6525
Crash,0.31,542
Into the Night,0.31,5442
Firefiend Elemental,0.31,86
Fleshmad Steed,0.31,89
Invasion of Tarkir,0.31,15660
Marauder's Axe,0.31,765
Bonder's Ornament,0.31,11813
Voidwielder,0.31,172
Runes of the Deus,0.31,6600
Endurance Bobblehead,0.31,13305
Adventure Awaits,0.31,2675
Silumgar's Command,0.31,5875
Rumbling Sentry,0.31,80
Arashin War Beast,0.31,687
"Tamiyo, Collector of Tales",0.31,15155
Ghostblade Eidolon,0.31,3324
The Trickster-God's Heist,0.31,9106
Ollenbock Escort,0.31,3411
Stone Golem,0.31,206
Commodore Guff,0.31,7200
Ascendant Packleader,0.31,11239
Serpentine Ambush,0.31,1831
Fierce Retribution,0.31,2300
Evolution Vat,0.31,570
Unblinking Observer,0.31,1774
Marauding Knight,0.31,317
Fairgrounds Patrol,0.31,258
Bloodmark Mentor,0.31,10301
Blanchwood Prowler,0.31,6495
Heartless Pillage,0.31,3083
Gríma Wormtongue,0.31,10101
Wildfire Emissary,0.31,46
Searing Blood,0.31,1798
Walk the Plank,0.31,8023
Scour the Laboratory,0.31,361
Intellect Devourer,0.31,15440
Contact Other Plane,0.31,12499
Lashweed Lurker,0.31,771
Devils' Playground,0.31,3937
Change of Plans,0.31,13567
Stormfront Pegasus,0.31,481
Mad Auntie,0.31,5897
Curse of Chains,0.31,2416
Cloudfin Raptor,0.31,5885
Loxodon Wayfarer,0.31,298
Watcher of the Spheres,0.31,18346
Time Elemental,0.31,274
Lady Sun,0.31,211
Consuming Bonfire,0.31,68
Ambush Commander,0.31,4727
Flailing Ogre,0.31,85
Pledge of Loyalty,0.31,668
"Nin, the Pain Artist",0.31,6803
Runeclaw Bear,0.31,9507
Typhoon,0.31,148
Youthful Knight,0.31,692
Hearth Elemental,0.31,4313
Petra Sphinx,0.31,145
Agatha of the Vile Cauldron,0.31,14075
Controvert,0.31,339
Compelling Deterrence,0.31,2132
Balduvian Horde,0.31,189
Mystic Reflection,0.31,35545
Howling Mine,0.31,118203
Ravenform,0.31,72897
Mystic Sanctuary,0.31,327457
Frantic Search,0.31,366174
"Drakuseth, Maw of Flames",0.31,90748
Ophidian Eye,0.31,35951
Essence Warden,0.31,74154
Dispel,0.31,123131
Aether Gale,0.31,28696
Elvish Spirit Guide,0.31,97543
Masterwork of Ingenuity,0.31,56102
Quicksilver Amulet,0.31,34257
Swarmyard Massacre,0.31,28975
Trailblazer's Boots,0.31,103083
Moritte of the Frost,0.31,16362
Invasion of Segovia,0.31,25167
Nightmare Shepherd,0.31,25929
Oblivion Ring,0.31,27117
Winding Canyons,0.3,10701
Illustrious Wanderglyph,0.3,47099
Peregrin Took,0.3,113907
Oltec Matterweaver,0.3,23317
Pashalik Mons,0.3,36718
Winding Constrictor,0.3,48484
Minion's Return,0.3,21395
Sorin of House Markov,0.3,15664
Primordial Hydra,0.3,37611
Thought Monitor,0.3,89158
Emperor of Bones,0.3,10709
"Strong, the Brutish Thespian",0.3,13699
Curse of Disturbance,0.3,28090
"Ral, Storm Conduit",0.3,40865
Inga and Esika,0.3,48729
"Mari, the Killing Quill",0.3,43286
Arcbond,0.3,20806
Cavalier of Night,0.3,19910
Gruff Triplets,0.3,27294
Kozilek's Channeler,0.3,17711
Voidpouncer,0.3,1278
Orcish Siegemaster,0.3,23470
Soul's Attendant,0.3,92510
Brotherhood Regalia,0.3,84793
Scytheclaw Raptor,0.3,35107
Doppelgang,0.3,28014
Raven Clan War-Axe,0.3,3196
Patron of the Vein,0.3,35489
Blightbelly Rat,0.3,44300
Soul-Guide Lantern,0.3,70719
Goblin King,0.3,30037
"Alibou, Ancient Witness",0.3,28761
Stroke of Midnight,0.3,243330
Molten Echoes,0.3,49954
Keeper of Secrets,0.3,37910
Electrosiphon,0.3,16943
Steelburr Champion,0.3,9828
Wei Strike Force,0.3,238
"Sauron, the Lidless Eye",0.3,7121
Tanglewalker,0.3,130
Recantation,0.3,317
Search the Premises,0.3,16720
Statute of Denial,0.3,495
Ghitu War Cry,0.3,376
Urborg Repossession,0.3,7024
Shield Dancer,0.3,679
Robber Fly,0.3,225
Mire's Grasp,0.3,1331
Legacy's Allure,0.3,1770
"Tetsuo, Imperial Champion",0.3,215
Nessian Boar,0.3,5375
Temporal Extortion,0.3,9572
Kodama of the North Tree,0.3,1026
Copper Tablet,0.3,2930
Mythos of Nethroi,0.3,13362
Serra's Liturgy,0.3,257
Vedalken Humiliator,0.3,13312
Unexplained Disappearance,0.3,2243
"Kaseto, Orochi Archmage",0.3,5605
Redcap Melee,0.3,478
Melt Terrain,0.3,413
Virtus's Maneuver,0.3,6742
Shield of Duty and Reason,0.3,7477
Jade Monolith,0.3,2380
Xathrid Gorgon,0.3,2105
"Slobad, Goblin Tinkerer",0.3,15380
Pyroclastic Elemental,0.3,113
Resplendent Marshal,0.3,6699
"Jerren, Corrupted Bishop",0.3,4650
Molten Disaster,0.3,7464
"Kestia, the Cultivator",0.3,4301
Shape Anew,0.3,735
Painful Memories,0.3,291
Enclave Elite,0.3,691
Craterize,0.3,411
The Ruinous Powers,0.3,15069
Hunt Down,0.3,305
"Akroma, Angel of Fury",0.3,14181
Jhessian Balmgiver,0.3,359
"Dorothea, Vengeful Victim",0.3,4111
Magmatic Sinkhole,0.3,1360
Westgate Regent,0.3,5465
Loamcrafter Faun,0.3,6056
Paradox Zone,0.3,9210
Gluttonous Hellkite,0.3,7655
Explosive Singularity,0.3,7084
Stern Dismissal,0.3,6645
Start the TARDIS,0.3,4402
Runed Arch,0.3,128
Floating Shield,0.3,543
Monkey Cage,0.3,6007
Sunhome Stalwart,0.3,1151
Sage's Dousing,0.3,1564
Skirsdag Flayer,0.3,648
Giant Opportunity,0.3,10248
Goblin Fireslinger,0.3,6861
Jandor's Saddlebags,0.3,2767
Dimir Spybug,0.3,4414
Tome of the Guildpact,0.3,17258
Primal Growth,0.3,19405
Aria of Flame,0.3,14258
Nightmare Lash,0.3,5731
Immobilizer Eldrazi,0.3,245
Brain Maggot,0.3,3132
Broodstar,0.3,5099
Emberstrike Duo,0.3,107
Rise Again,0.3,1721
Cloudchaser Kestrel,0.3,2893
"Shauku, Endbringer",0.3,1073
Plated Slagwurm,0.3,4034
Frenetic Raptor,0.3,47
Afterlife,0.3,2493
Slag Fiend,0.3,432
For the Ancestors,0.3,16288
Daxos of Meletis,0.3,8190
Crush of Tentacles,0.3,7922
Blinding Fog,0.3,6740
Kemuri-Onna,0.3,434
Destructive Digger,0.3,635
Everquill Phoenix,0.3,7498
Disorder,0.3,47
Tenacious Underdog,0.3,9586
Air Marshal,0.3,221
"Ayesha Tanaka, Armorer",0.3,735
Slimefoot and Squee,0.3,5176
Berserker's Frenzy,0.3,15449
Prodigal Sorcerer,0.3,7465
Soulless Revival,0.3,1458
Troublesome Spirit,0.3,112
Karstoderm,0.3,27
Furnace Punisher,0.3,1201
Inkfathom Witch,0.3,2841
Surprise Deployment,0.3,131
Sleeper Agent,0.3,5189
Coax from the Blind Eternities,0.3,313
Convergence of Dominion,0.3,7556
Phyrexian Unlife,0.3,12621
Demonlord Belzenlok,0.3,15426
"Ib Halfheart, Goblin Tactician",0.3,4982
Living Inferno,0.3,287
Grabby Tabby,0.3,296
Center Soul,0.3,1998
Crosswinds,0.3,98
Nascent Metamorph,0.3,2935
"Haldan, Avid Arcanist",0.3,1858
Unstable Shapeshifter,0.3,406
Sin Collector,0.3,1424
Quicksilver Geyser,0.3,148
Thoughtpicker Witch,0.3,2864
Pentarch Ward,0.3,7128
Thunder Dragon,0.3,6710
Quest for Pure Flame,0.3,8164
